Date,Open,High,Low,Close,Volume,Change
2024-12-23,21500,21800,21250,21600,1569,0.016470588235294
2024-12-24,21650,21700,21450,21500,181,-0.0046296296296296
2024-12-26,21700,21750,21300,21350,1101,-0.0069767441860465
2024-12-27,21350,21350,20850,21000,1013,-0.0163934426229508
2024-12-30,21100,21250,20950,21200,411,0.0095238095238094
2025-01-02,21500,21500,20850,21000,675,-0.0094339622641509
2025-01-03,21000,21400,20700,20700,2525,-0.0142857142857142
2025-01-06,20950,21350,20750,20950,2553,0.0120772946859903
2025-01-07,20950,21350,20700,21200,1652,0.0119331742243435
2025-01-08,21350,21400,21050,21250,1313,0.0023584905660376
2025-01-09,20950,21300,20800,21150,1667,-0.0047058823529412
2025-01-10,21150,21400,20800,21200,1228,0.0023640661938533
2025-01-13,21000,21100,20750,20750,1515,-0.0212264150943396
2025-01-14,20850,21400,20600,20800,496,0.0024096385542169
2025-01-15,20750,20950,20150,20400,4324,-0.0192307692307692
2025-01-16,20800,21200,20400,20600,4260,0.0098039215686274
2025-01-17,20850,21000,20350,20350,1687,-0.012135922330097
2025-01-20,20350,20900,20250,20500,3267,0.0073710073710073
2025-01-21,20650,20750,20150,20300,2504,-0.0097560975609756
2025-01-22,20950,20950,20300,20700,1997,0.0197044334975369
2025-01-23,20900,20900,20600,20600,813,-0.0048309178743961
2025-01-24,20650,20900,20500,20500,1037,-0.0048543689320388
2025-01-31,21000,21000,20300,20550,1702,0.0024390243902439
2025-02-03,20800,20800,20150,20300,3075,-0.0121654501216544
2025-02-04,20500,20500,20250,20450,2270,0.0073891625615762
2025-02-05,20450,20700,20000,20300,2799,-0.0073349633251833
2025-02-06,20850,21550,20350,21550,5620,0.0615763546798029
2025-02-07,21500,22350,21500,22300,16734,0.0348027842227378
2025-02-10,22450,22700,22000,22550,5224,0.0112107623318384
2025-02-11,22700,22700,22150,22450,4176,-0.0044345898004434
2025-02-12,22450,22800,22300,22800,6378,0.0155902004454342
2025-02-13,22950,22950,22350,22700,5300,-0.0043859649122807
2025-02-14,22700,23400,22700,23200,4311,0.0220264317180616
2025-02-17,23450,23450,22650,22700,2219,-0.021551724137931
2025-02-18,23250,23800,22850,23600,9053,0.0396475770925111
2025-02-19,23850,24100,23500,24050,3792,0.0190677966101695
2025-02-20,24100,24100,23600,23900,3125,-0.0062370062370061
2025-02-21,24200,24350,23650,24350,2872,0.0188284518828452
2025-02-24,24200,24200,23800,24100,1276,-0.0102669404517453
2025-02-25,23800,24800,23750,24650,5278,0.0228215767634853
2025-02-26,24650,25550,24400,25400,3350,0.0304259634888437
2025-02-27,25000,25300,24900,25150,1475,-0.0098425196850393
2025-02-28,24750,24950,24300,24500,2613,-0.025844930417495
2025-03-04,24550,24700,24300,24650,3623,0.0061224489795919
2025-03-05,24750,25750,24650,25750,10308,0.0446247464503042
2025-03-06,25700,25800,25000,25700,6598,-0.0019417475728155
2025-03-07,25700,27050,25700,26600,7026,0.0350194552529183
2025-03-10,26800,27650,26650,26900,11388,0.0112781954887217
2025-03-11,26800,27150,26000,27150,1852,0.0092936802973977
2025-03-12,26350,28200,26350,27950,6617,0.0294659300184161
2025-03-13,26700,28450,26600,28200,6686,0.0089445438282647
2025-03-14,27350,28450,27350,27650,2733,-0.0195035460992907
2025-03-17,27450,27850,27000,27650,1838,0.0
2025-03-18,27300,28050,27300,27750,1804,0.003616636528029
2025-03-19,27750,28000,26950,27150,2519,-0.0216216216216216
2025-03-20,26950,27400,26350,26400,3775,-0.0276243093922652
2025-03-21,26450,26450,25575,26200,4388,-0.0075757575757575
2025-03-24,26650,26650,24900,24950,12666,-0.0477099236641221
2025-03-25,25550,25700,25200,25250,1701,0.0120240480961923
2025-03-26,25050,26700,25050,26450,1919,0.0475247524752475
2025-03-27,26500,26800,26250,26750,7055,0.0113421550094519
2025-03-28,26600,26850,26050,26700,3465,-0.0018691588785046
2025-03-31,26700,26700,25050,26000,3962,-0.0262172284644194
2025-04-01,26000,26250,25600,26100,2286,0.0038461538461538
2025-04-02,26300,26850,25800,26400,5060,0.0114942528735633
2025-04-03,26400,26600,25950,26250,6147,-0.0056818181818182
2025-04-04,26200,26250,25750,26200,5610,-0.0019047619047618
2025-04-07,26000,26000,24600,24850,4104,-0.0515267175572519
2025-04-08,24950,25300,24050,24050,10105,-0.0321931589537223
2025-04-09,24050,24700,23150,23550,10964,-0.0207900207900207
2025-04-10,24100,25200,24100,24800,3079,0.0530785562632696
2025-04-11,24550,26000,24550,25350,1836,0.0221774193548387
2025-04-14,25200,26700,24850,25450,2013,0.0039447731755424
2025-04-15,26350,26350,25350,25700,3559,0.0098231827111985
2025-04-16,26450,26450,25650,25950,942,0.0097276264591439
2025-04-17,26650,26650,25600,25850,3419,-0.0038535645472062
2025-04-18,26000,26600,26000,26150,2233,0.011605415860735
2025-04-21,26200,26700,26050,26550,1850,0.0152963671128107
2025-04-22,26500,26700,26350,26400,1837,-0.0056497175141242
2025-04-23,26750,26900,26650,26700,1579,0.0113636363636364
2025-04-24,27150,27150,26650,26750,1145,0.0018726591760298
2025-04-25,27150,27150,26750,26900,3362,0.005607476635514
2025-04-28,27000,27950,26850,27900,7122,0.0371747211895909
2025-04-29,27400,27850,27400,27600,1840,-0.010752688172043
2025-04-30,27650,28350,27650,28200,3115,0.0217391304347827
2025-05-02,28200,28200,27650,28100,1793,-0.00354609929078
2025-05-07,28100,29650,27950,29350,8227,0.0444839857651244
2025-05-08,29400,29450,28800,29400,3986,0.0017035775127767
2025-05-09,29400,29500,29050,29200,3364,-0.0068027210884353
2025-05-12,29300,30700,29300,30500,8958,0.0445205479452055
2025-05-13,29950,30350,29500,29750,2306,-0.0245901639344262
2025-05-14,29750,30100,29350,29600,7338,-0.0050420168067226
2025-05-15,29700,30050,28350,28700,3165,-0.0304054054054053
2025-05-16,29000,30100,28850,29400,10445,0.024390243902439
2025-05-19,29400,29400,28750,28850,4504,-0.0187074829931972
2025-05-20,28850,29750,28850,29550,5296,0.024263431542461
2025-05-21,29950,30950,29950,30050,8446,0.0169204737732655
2025-05-22,30350,30350,28900,28900,5359,-0.038269550748752
2025-05-23,29000,31900,29000,30950,25562,0.0709342560553634
2025-05-26,31400,31400,30450,31350,6382,0.012924071082391
2025-05-27,31050,31350,30800,31200,1978,-0.0047846889952153
2025-05-28,31500,32050,31200,31400,9388,0.0064102564102563
2025-05-29,31400,32350,31300,31900,6788,0.015923566878981
2025-05-30,31800,32200,31150,31300,4480,-0.018808777429467
2025-06-02,31200,32450,31150,31750,4511,0.0143769968051117
2025-06-04,32400,32400,31800,32050,5763,0.0094488188976378
2025-06-05,32000,32400,30850,30950,10616,-0.0343213728549142
2025-06-09,31300,32300,30800,30850,5056,-0.0032310177705977
2025-06-10,30900,32050,30850,32050,7532,0.0388978930307941
2025-06-11,31400,32300,31400,32250,3739,0.0062402496099844
2025-06-12,31700,33000,31700,32250,4403,0.0
