Date,Open,High,Low,Close,Volume,Change
2024-12-23,26900,27150,26700,27150,690,0.013059701492537323
2024-12-24,27150,27150,26650,26850,9431,-0.011049723756906049
2024-12-26,27000,27000,26400,26700,3288,-0.005586592178770999
2024-12-27,26500,26700,26450,26700,232,0.0
2024-12-30,26700,26800,26600,26750,235,0.001872659176029856
2025-01-02,26600,26750,26150,26400,298,-0.013084112149532756
2025-01-03,26400,26750,26150,26700,9163,0.011363636363636465
2025-01-06,26750,26750,26500,26700,231,0.0
2025-01-07,26700,26850,26300,26500,337,-0.0074906367041198685
2025-01-08,26550,26700,26350,26700,439,0.007547169811320753
2025-01-09,26600,26800,26200,26800,531,0.0037453183520599342
2025-01-10,26500,26900,26250,26550,530,-0.009328358208955279
2025-01-13,26300,26700,26250,26550,250,0.0
2025-01-14,26400,26600,26250,26450,169,-0.0037664783427495685
2025-01-15,26600,26600,25600,26000,1004,-0.017013232514177745
2025-01-16,26000,26000,25500,25950,671,-0.0019230769230769162
2025-01-17,25950,25950,25750,25950,122,0.0
2025-01-20,25950,26150,25550,26100,207,0.005780346820809301
2025-01-21,25900,26100,25800,26050,134,-0.0019157088122605526
2025-01-22,26200,26200,25450,26000,398,-0.0019193857965451588
2025-01-23,25950,26100,25700,25950,213,-0.0019230769230769162
2025-01-24,26000,26000,25350,25500,1050,-0.017341040462427793
2025-01-31,25500,25600,25150,25300,1766,-0.007843137254901933
2025-02-03,24950,25250,24850,25200,177,-0.0039525691699604515
2025-02-04,25250,25250,24700,24700,1140,-0.019841269841269882
2025-02-05,25150,25150,24350,24600,1170,-0.004048582995951455
2025-02-06,24750,24750,24250,24700,161,0.004065040650406582
2025-02-07,24700,24850,24500,24700,331,0.0
2025-02-10,24700,24850,24300,24750,252,0.002024291497975783
2025-02-11,24700,24750,24650,24750,47,0.0
2025-02-12,24750,24850,24650,24800,233,0.002020202020202033
2025-02-13,25000,25000,24450,24950,442,0.006048387096774244
2025-02-14,24900,25000,24800,24950,366,0.0
2025-02-17,24950,25150,24950,25100,780,0.006012024048096087
2025-02-18,25100,25200,25000,25150,92,0.0019920318725099584
2025-02-19,24850,25500,24650,25500,593,0.013916500994035852
2025-02-20,25500,25950,25200,25900,662,0.015686274509803866
2025-02-21,25900,26200,25450,26150,689,0.009652509652509744
2025-02-24,26200,26450,25250,25950,325,-0.007648183556405397
2025-02-25,26100,26750,25700,26250,464,0.011560693641618602
2025-02-26,26300,26600,26200,26600,327,0.01333333333333342
2025-02-27,26900,26900,26000,26900,300,0.011278195488721776
2025-02-28,26900,26900,25600,25600,1040,-0.048327137546468446
2025-03-04,25150,25700,25150,25650,435,0.001953125
2025-03-05,25650,26550,25650,26300,334,0.025341130604288553
2025-03-06,26950,26950,25350,26750,697,0.017110266159695797
2025-03-07,27000,27000,26200,26650,161,-0.0037383177570093906
2025-03-10,26900,27150,26200,27100,470,0.016885553470919357
2025-03-11,26800,26800,25300,26350,1143,-0.027675276752767486
2025-03-12,26800,26950,26250,26750,367,0.015180265654648917
2025-03-13,26750,26950,26300,26800,63,0.0018691588785046953
2025-03-14,27250,27250,26200,26950,275,0.005597014925373234
2025-03-17,26950,27000,26500,27000,189,0.0018552875695732052
2025-03-18,27450,27450,26500,26950,944,-0.0018518518518518823
2025-03-19,27400,27400,26750,27050,372,0.0037105751391466324
2025-03-20,27300,27300,26200,26400,305,-0.02402957486136781
2025-03-21,26500,27000,26050,27000,4543,0.022727272727272707
2025-03-24,26950,27250,26500,27100,5650,0.0037037037037037646
2025-03-25,26600,27100,26600,26900,58,-0.0073800738007380184
2025-03-26,26900,26900,26550,26900,68,0.0
2025-03-27,27250,27250,26700,27100,122,0.0074349442379182396
2025-03-28,26350,27100,26300,26900,177,-0.0073800738007380184
2025-03-31,26600,26850,26200,26600,9153,-0.01115241635687736
2025-04-01,26950,26950,26500,26700,59,0.003759398496240518
2025-04-02,26900,26900,25850,25850,1116,-0.03183520599250933
2025-04-03,25850,26000,25850,25900,17,0.0019342359767891004
2025-04-04,25250,26250,25150,26250,726,0.013513513513513598
2025-04-07,26000,26000,25100,25250,243,-0.03809523809523807
2025-04-08,25050,25800,25000,25000,161,-0.00990099009900991
2025-04-09,24100,25100,24000,24350,924,-0.026000000000000023
2025-04-10,24350,24700,24300,24700,155,0.014373716632443578
2025-04-11,24650,26000,24600,25500,250,0.03238866396761142
2025-04-14,25400,26000,24750,25300,168,-0.007843137254901933
2025-04-15,25300,25750,25050,25700,273,0.015810276679841806
2025-04-16,26000,26300,25150,25750,324,0.0019455252918287869
2025-04-17,25200,25700,24850,24850,662,-0.03495145631067964
2025-04-18,24750,24950,24500,24850,257,0.0
2025-04-21,24850,24850,24700,24850,140,0.0
2025-04-22,24500,25050,24500,24850,309,0.0
2025-04-23,25150,25650,24850,25450,267,0.024144869215291687
2025-04-24,25450,26000,25050,25850,318,0.015717092337917515
2025-04-25,26200,26600,25300,26200,307,0.013539651837524147
2025-04-28,26350,26450,25600,26250,213,0.001908396946564972
2025-04-29,26250,26550,25800,26300,65,0.0019047619047618536
2025-04-30,26450,26450,26300,26350,211,0.0019011406844107182
2025-05-02,26350,26600,26350,26600,181,0.009487666034155628
2025-05-07,26400,26600,26400,26500,153,-0.003759398496240629
2025-05-08,26500,27000,26275,27000,719,0.018867924528301883
2025-05-09,27000,27150,26400,27100,407,0.0037037037037037646
2025-05-12,27250,27500,27100,27450,991,0.012915129151291449
2025-05-13,27750,27750,26800,27300,245,-0.005464480874316946
2025-05-14,27300,27650,27000,27200,359,-0.00366300366300365
2025-05-15,27250,27250,26800,27100,563,-0.003676470588235281
2025-05-16,27400,27600,26700,27450,728,0.012915129151291449
2025-05-19,27650,27650,26900,27100,432,-0.012750455373406244
2025-05-20,27450,27700,27000,27250,90,0.005535055350553542
2025-05-21,27250,27450,27000,27250,77,0.0
2025-05-22,27000,27700,27000,27500,1520,0.00917431192660545
2025-05-23,27650,29450,26900,27650,3216,0.005454545454545379
2025-05-26,27650,28200,27250,28050,583,0.014466546112115841
2025-05-27,28050,28400,27650,28100,385,0.0017825311942958333
2025-05-28,28400,28650,27550,28650,1735,0.019572953736654908
2025-05-29,28900,37200,28900,37200,68775,0.2984293193717278
2025-05-30,40150,44150,35900,40100,148027,0.07795698924731176
2025-06-02,38450,40200,38000,40000,23900,-0.0024937655860348684
2025-06-04,40950,42000,38400,40400,27646,0.010000000000000009
2025-06-05,40300,40300,38300,38600,13474,-0.044554455445544594
2025-06-09,39000,39500,37500,37950,9172,-0.016839378238341918
2025-06-10,37000,38000,36000,36700,6736,-0.03293807641633728
2025-06-11,37000,38500,35250,36500,4523,-0.00544959128065392
2025-06-12,36450,36500,35400,36050,3685,-0.012328767123287676
2025-06-13,36050,36050,33000,35100,3960,-0.026352288488210807
2025-06-16,35100,35400,33000,35400,4936,0.008547008547008517
2025-06-17,35000,37000,33600,34850,7444,-0.015536723163841804
2025-06-18,34850,37000,34050,34850,3238,0.0
2025-06-19,35500,36050,34150,34800,2398,-0.0014347202295552641
2025-06-20,35500,35800,34150,35400,2624,0.01724137931034475
2025-06-23,35400,35400,33000,33900,3716,-0.0423728813559322
2025-06-24,34350,35000,33450,34200,2775,0.008849557522123908
2025-06-25,34200,35000,33300,34350,2289,0.004385964912280604
2025-06-26,34350,34350,32600,34100,2340,-0.00727802037845704
2025-06-27,35250,35250,33300,34550,1516,0.01319648093841641
2025-06-30,34200,34500,32900,33850,1382,-0.02026049204052094
2025-07-01,33700,36500,33150,35000,14685,0.033973412112259904
2025-07-02,36000,36000,32000,34500,4548,-0.014285714285714235
2025-07-03,35000,35000,33350,33350,3149,-0.033333333333333326
2025-07-04,33350,33700,32250,32550,2504,-0.02398800599700146
2025-07-07,32400,32700,31850,32600,778,0.001536098310291889
2025-07-08,32600,33200,32150,32700,870,0.0030674846625766694
2025-07-09,33500,37400,33150,37150,31308,0.1360856269113151
2025-07-10,36300,37000,34850,36100,13725,-0.02826379542395696
2025-07-11,35700,38000,34900,35650,4790,-0.012465373961218829
2025-07-14,35600,35650,34700,34800,2710,-0.02384291725105192
2025-07-15,35350,35850,34200,34200,2662,-0.017241379310344862
2025-07-16,34750,34900,33600,34500,1793,0.00877192982456143
2025-07-17,34700,34800,33400,34000,1644,-0.01449275362318836
2025-07-18,33650,34400,33250,34150,1764,0.004411764705882337
2025-07-21,33500,34150,33200,33900,731,-0.007320644216691097
2025-07-22,35000,35050,33100,34150,2776,0.007374631268436627
2025-07-23,34100,34750,32450,34300,2437,0.004392386530014614
2025-07-24,34050,34700,33400,33900,486,-0.011661807580174877
2025-07-25,33800,34000,33100,34000,1150,0.002949852507374562
2025-07-28,33900,33900,32200,32200,1593,-0.05294117647058827
2025-07-29,32150,32150,31100,31650,1330,-0.017080745341614856
2025-07-30,31500,31800,31150,31600,512,-0.0015797788309637184
2025-07-31,32000,32400,31150,31350,625,-0.007911392405063333
2025-08-01,31750,31750,30350,30850,1378,-0.01594896331738438
2025-08-04,31100,31100,30400,31050,357,0.006482982171799101
2025-08-05,31000,31600,30600,31550,833,0.016103059581320522
2025-08-06,32000,32900,31100,31900,258,0.011093502377178988
2025-08-07,32200,32500,31700,32150,1047,0.00783699059561127
2025-08-08,32250,32250,31350,31800,219,-0.010886469673405896
2025-08-11,31200,31600,31200,31400,224,-0.012578616352201255
2025-08-12,31300,31300,30800,31000,380,-0.01273885350318471
2025-08-13,31100,31100,30050,30500,1310,-0.016129032258064502
2025-08-14,30500,30500,30000,30300,236,-0.006557377049180357
2025-08-18,30300,30300,30000,30300,271,0.0
2025-08-19,30500,30500,29800,30150,181,-0.004950495049504955
2025-08-20,30150,30150,29500,30000,273,-0.00497512437810943
2025-08-21,29250,30350,29250,30200,798,0.006666666666666599
2025-08-22,30700,30700,29700,30250,303,0.0016556291390728006
2025-08-25,29750,30300,29750,30200,121,-0.0016528925619834212
2025-08-26,30100,30200,29850,30200,310,0.0
2025-08-27,30500,30500,30050,30250,325,0.0016556291390728006
2025-08-28,31300,32000,30100,31350,2132,0.036363636363636376
2025-08-29,32300,32300,30550,31050,883,-0.009569377990430672
2025-09-01,31200,32000,30550,31700,482,0.02093397745571668
2025-09-02,31700,33000,31600,31625,234,-0.0023659305993690705
2025-09-03,31950,31950,31100,31500,257,-0.0039525691699604515
2025-09-04,31400,32100,31200,31750,125,0.007936507936507908
2025-09-05,32000,32000,31400,31800,261,0.0015748031496063408
2025-09-08,31800,32100,31200,31700,507,-0.0031446540880503138
2025-09-09,32100,32350,31850,32250,306,0.017350157728706517
2025-09-10,32500,32700,31950,32050,1620,-0.006201550387596955
2025-09-11,32850,33900,31650,32050,1119,0.0
2025-09-12,32450,32450,31450,31800,483,-0.007800312012480548
2025-09-15,31350,32500,31350,31400,6549,-0.012578616352201255
2025-09-16,31400,31400,30500,31000,1874,-0.01273885350318471
2025-09-17,31200,31300,30700,30950,332,-0.001612903225806428
2025-09-18,30950,30950,30450,30900,1363,-0.001615508885298822
2025-09-19,31800,31800,30300,30800,1325,-0.003236245954692518
2025-09-22,31300,33000,30800,30900,1528,0.0032467532467532756
2025-09-23,31200,32000,30600,31300,385,0.012944983818770295
2025-09-24,31750,32000,30200,30700,613,-0.019169329073482455
2025-09-25,30950,30950,29900,30700,1295,0.0
2025-09-26,30750,31000,30150,30400,300,-0.009771986970684043
2025-09-29,31300,31350,30100,30700,450,0.009868421052631637
2025-09-30,30700,33000,30250,30800,2549,0.0032573289902280145
