Date,Open,High,Low,Close,Volume,Change
2024-12-23,13790,14050,13620,13920,3744,0.016058394160583855
2024-12-24,13990,14050,13810,13970,2738,0.0035919540229885083
2024-12-26,14000,14230,14000,14160,4805,0.013600572655690701
2024-12-27,14100,14100,12840,13490,8279,-0.04731638418079098
2024-12-30,13430,13600,13400,13510,559,0.00148257968865817
2025-01-02,13500,13500,12790,13450,1627,-0.004441154700222105
2025-01-03,13450,13450,12860,13270,2703,-0.013382899628252787
2025-01-06,13260,13600,13110,13280,1552,0.0007535795026374359
2025-01-07,13100,13380,13030,13070,2312,-0.015813253012048167
2025-01-08,13070,13170,12710,13020,1705,-0.0038255547054323324
2025-01-09,12910,13100,12910,13090,543,0.005376344086021501
2025-01-10,13050,13140,12900,13060,1570,-0.0022918258212375475
2025-01-13,12940,13110,12850,13030,1489,-0.0022970903522204766
2025-01-14,13030,13050,12960,13050,1172,0.0015349194167306734
2025-01-15,13050,13050,12800,12990,1541,-0.0045977011494252595
2025-01-16,13000,13230,12850,12960,2993,-0.002309468822170868
2025-01-17,12950,13050,12920,12950,1489,-0.0007716049382715529
2025-01-20,12880,13050,12820,13020,1092,0.00540540540540535
2025-01-21,12920,13590,12730,12970,2028,-0.0038402457757296116
2025-01-22,13000,13100,12710,13060,906,0.006939090208172738
2025-01-23,13060,13180,12880,12990,1061,-0.0053598774885145195
2025-01-24,12950,13020,12810,12810,2431,-0.01385681293302543
2025-01-31,12900,12900,12670,12790,2304,-0.0015612802498048417
2025-02-03,12820,12830,12630,12790,1641,0.0
2025-02-04,12790,13000,12620,12990,936,0.015637216575449475
2025-02-05,12990,12990,12870,12920,1202,-0.005388760585065433
2025-02-06,12920,12950,12830,12870,736,-0.0038699690402477227
2025-02-07,12810,12940,12790,12870,532,0.0
2025-02-10,12870,12900,12730,12750,1250,-0.009324009324009341
2025-02-11,12800,12810,12700,12760,565,0.0007843137254901489
2025-02-12,12760,12880,12710,12750,1391,-0.0007836990595611049
2025-02-13,12760,12840,12700,12740,787,-0.0007843137254901489
2025-02-14,12800,12890,12720,12830,1301,0.007064364207221452
2025-02-17,12860,12930,12740,12860,1200,0.002338269680436378
2025-02-18,12990,13000,12800,12880,1828,0.0015552099533437946
2025-02-19,13000,13000,12860,12930,1136,0.0038819875776396895
2025-02-20,12930,13020,12860,12950,1084,0.0015467904098993568
2025-02-21,12990,12990,12880,12880,527,-0.00540540540540535
2025-02-24,12820,13220,12820,13140,2956,0.020186335403726607
2025-02-25,13140,13210,12970,13100,655,-0.0030441400304414
2025-02-26,13120,13260,12970,13100,1636,0.0
2025-02-27,13190,13190,12910,13020,966,-0.006106870229007688
