Date,Open,High,Low,Close,Volume,Change
2024-12-23,82300,82700,81000,82700,4023,0.0048602673147022
2024-12-24,82000,82300,80000,80000,4153,-0.0326481257557436
2024-12-26,80200,81100,78700,80300,6104,0.0037499999999999
2024-12-27,80000,80100,78500,79500,5211,-0.0099626400996264
2024-12-30,79000,79500,77700,78500,2600,-0.0125786163522012
2025-01-02,78800,78800,77000,77000,2302,-0.019108280254777
2025-01-03,77000,78300,76800,77000,3020,0.0
2025-01-06,77100,78500,76700,77800,4854,0.0103896103896103
2025-01-07,77500,78700,77200,77600,2821,-0.0025706940874036
2025-01-08,77400,79100,77000,78900,4036,0.0167525773195875
2025-01-09,78000,78700,77100,78500,4274,-0.0050697084917616
2025-01-10,78400,81300,76900,81300,6685,0.0356687898089171
2025-01-13,80200,81000,79000,80300,4252,-0.01230012300123
2025-01-14,80200,80300,77200,78000,10496,-0.0286425902864259
2025-01-15,78300,78300,76000,76100,10211,-0.0243589743589743
2025-01-16,76900,78200,76400,77900,10804,0.02365308804205
2025-01-17,77900,78900,77500,78600,3562,0.0089858793324775
2025-01-20,78400,78700,77600,78600,2480,0.0
2025-01-21,78600,79700,77700,79700,5303,0.0139949109414758
2025-01-22,79000,79600,77500,78200,4566,-0.0188205771643663
2025-01-23,78600,78600,76900,78000,4715,-0.0025575447570332
2025-01-24,78000,78700,77400,78400,2517,0.0051282051282051
2025-01-31,78400,78600,77500,78300,3408,-0.0012755102040816
2025-02-03,78000,78000,76300,77700,2944,-0.007662835249042
2025-02-04,77700,80300,77700,79100,5457,0.018018018018018
2025-02-05,79100,79100,77300,78500,4860,-0.0075853350189633
2025-02-06,78400,80000,78100,79300,3806,0.0101910828025477
2025-02-07,79300,79300,78300,79200,2249,-0.0012610340479193
2025-02-10,79200,80300,79000,80300,4570,0.0138888888888888
2025-02-11,80300,80300,78000,79100,3305,-0.0149439601494395
2025-02-12,78400,80300,78400,80300,4870,0.0151706700379266
2025-02-13,80100,80200,79100,80000,2756,-0.0037359900373599
2025-02-14,79500,83000,79500,82400,11806,0.03
2025-02-17,82100,82400,81500,82400,3415,0.0
2025-02-18,82100,82100,80100,81000,7239,-0.0169902912621359
2025-02-19,81000,84200,81000,84200,14176,0.039506172839506
2025-02-20,84000,86000,83600,84700,14914,0.0059382422802849
2025-02-21,84700,87400,84200,86400,13279,0.0200708382526564
2025-02-24,86100,86400,85000,86400,8030,0.0
2025-02-25,85800,89000,85700,88900,19478,0.0289351851851851
2025-02-26,88600,89900,88000,88000,15264,-0.0101237345331833
2025-02-27,87600,87900,84600,86500,14804,-0.0170454545454545
2025-02-28,84600,86000,83500,84600,4741,-0.0219653179190751
2025-03-04,84600,84600,81200,82900,10237,-0.0200945626477541
2025-03-05,83300,83300,82400,82600,3782,-0.0036188178528346
2025-03-06,83200,84800,82700,84000,5866,0.0169491525423728
2025-03-07,84000,84900,82600,83300,6272,-0.0083333333333333
2025-03-10,83000,86700,83000,86000,9984,0.0324129651860745
2025-03-11,84900,86400,84000,86400,7109,0.0046511627906977
2025-03-12,85600,87700,85500,86800,8484,0.0046296296296295
2025-03-13,86600,89500,86100,88700,13808,0.021889400921659
2025-03-14,88400,97700,86200,97200,44880,0.0958286358511837
2025-03-17,95900,101000,95900,99100,65068,0.0195473251028805
2025-03-18,99100,99900,97900,97900,13808,-0.012108980827447
2025-03-19,98000,100100,94400,97200,24226,-0.0071501532175689
2025-03-20,98400,100400,97000,97000,30597,-0.0020576131687243
2025-03-21,97100,98900,96800,98800,31458,0.0185567010309277
2025-03-24,99000,99000,95600,95900,11867,-0.0293522267206477
2025-03-25,96100,98500,95300,95500,12568,-0.0041710114702815
2025-03-26,95200,97000,92400,97000,15306,0.0157068062827225
2025-03-27,96600,99200,94000,94000,17307,-0.0309278350515463
2025-03-28,94500,95000,92300,92300,14559,-0.0180851063829787
2025-03-31,91600,93500,90400,91500,12854,-0.008667388949079
2025-04-01,91700,94000,90400,92000,15656,0.0054644808743169
2025-04-02,92200,98700,92200,97600,28728,0.0608695652173914
2025-04-03,94700,97000,92500,95700,13327,-0.019467213114754
2025-04-04,94700,101500,93900,101500,50831,0.0606060606060605
2025-04-07,97900,97900,93500,95000,16289,-0.0640394088669951
2025-04-08,95600,97900,94000,94000,16426,-0.0105263157894737
2025-04-09,94000,94000,89000,89300,22658,-0.05
2025-04-10,93700,94300,90500,93000,7763,0.0414333706606941
2025-04-11,93300,93600,89950,90000,14030,-0.032258064516129
2025-04-14,90600,92900,89900,92400,15082,0.0266666666666666
2025-04-15,90800,94500,90800,93100,9162,0.0075757575757575
2025-04-16,93200,96200,93200,95000,11489,0.0204081632653061
2025-04-17,95900,97000,95000,96500,10738,0.0157894736842105
2025-04-18,96500,97800,95500,97800,5905,0.0134715025906735
2025-04-21,95400,95400,90450,93000,29184,-0.049079754601227
2025-04-22,93000,93700,92200,92700,6071,-0.0032258064516128
2025-04-23,94500,96600,92600,94700,12694,0.0215749730312837
2025-04-24,95300,100000,95200,99500,16674,0.0506863780359028
2025-04-25,99700,101600,97500,99500,16057,0.0
2025-04-28,99700,99800,97900,97900,6318,-0.0160804020100502
2025-04-29,97800,101000,97800,101000,10815,0.0316649642492339
2025-04-30,100000,101400,98900,100100,7022,-0.0089108910891089
2025-05-02,101100,101800,99100,101700,8794,0.0159840159840158
2025-05-07,101700,104100,100500,102200,13088,0.0049164208456244
2025-05-08,102200,105900,102200,104200,19208,0.0195694716242662
2025-05-09,104800,106200,103100,103300,8309,-0.0086372360844529
2025-05-12,103300,108000,103300,104000,12148,0.0067763794772506
2025-05-13,104000,104600,101900,103300,8100,-0.0067307692307692
2025-05-14,102900,104800,99200,103800,13792,0.0048402710551791
2025-05-15,102500,105500,102000,104000,10109,0.0019267822736031
2025-05-16,104900,104900,101000,102600,13606,-0.0134615384615384
2025-05-19,101700,101700,96600,99900,12772,-0.0263157894736841
2025-05-20,100000,101200,99100,100000,4507,0.001001001001001
2025-05-21,100100,101000,96600,99000,17801,-0.01
2025-05-22,99500,105600,98600,103800,40846,0.0484848484848485
2025-05-23,103100,103100,100800,101600,6668,-0.0211946050096338
