Date,Open,High,Low,Close,Volume,Change
2024-12-23,4145,4185,4070,4185,3167,0.012091898428053138
2024-12-24,4205,4210,4125,4170,1922,-0.0035842293906810374
2024-12-26,4155,4155,4100,4155,2011,-0.003597122302158251
2024-12-27,3860,4105,3810,4060,2155,-0.022864019253910906
2024-12-30,4045,4060,3990,4030,5045,-0.007389162561576401
2025-01-02,4045,4055,3955,4020,789,-0.002481389578163795
2025-01-03,4045,4330,4045,4290,3733,0.0671641791044777
2025-01-06,4285,4360,4285,4345,3476,0.012820512820512775
2025-01-07,4365,4450,4320,4400,1142,0.012658227848101333
2025-01-08,4400,4410,4375,4405,3448,0.001136363636363713
2025-01-09,4415,4425,4315,4315,798,-0.020431328036322416
2025-01-10,4330,4415,4220,4335,2520,0.004634994206257348
2025-01-13,4295,4295,4190,4190,443,-0.03344867358708192
2025-01-14,4190,4335,4190,4285,4679,0.022673031026253065
2025-01-15,4335,4390,4175,4175,1647,-0.025670945157526215
2025-01-16,4235,4500,4200,4335,2530,0.038323353293413076
2025-01-17,4500,4880,4305,4560,41227,0.05190311418685112
2025-01-20,4785,5920,4780,5660,1995854,0.24122807017543857
2025-01-21,5340,5540,4910,5320,385664,-0.060070671378091856
2025-01-22,5180,5400,5010,5180,172992,-0.02631578947368418
2025-01-23,5030,5480,4790,5240,315892,0.01158301158301156
2025-01-24,5070,5220,4840,5010,100121,-0.043893129770992356
2025-01-31,4990,5150,4815,4965,37947,-0.008982035928143728
2025-02-03,4965,4965,4470,4470,45299,-0.09969788519637457
2025-02-04,4475,4560,4400,4400,14205,-0.015659955257270708
2025-02-05,4395,4560,4395,4460,8352,0.013636363636363669
2025-02-06,4500,4550,4305,4485,36218,0.005605381165919354
2025-02-07,4450,4485,4345,4345,16299,-0.031215161649944312
2025-02-10,4200,4390,4200,4295,18858,-0.011507479861910253
2025-02-11,4315,4315,4175,4250,19263,-0.010477299185098987
2025-02-12,4200,4260,4180,4245,3344,-0.0011764705882353343
2025-02-13,4185,4260,4175,4240,5524,-0.0011778563015312216
2025-02-14,4275,4295,4170,4195,6402,-0.010613207547169767
2025-02-17,4225,4450,4190,4375,15163,0.042908224076281254
2025-02-18,4380,4425,4295,4380,12106,0.0011428571428571122
2025-02-19,4395,4495,4310,4455,9890,0.017123287671232834
2025-02-20,4455,4485,4395,4435,4768,-0.004489337822671136
2025-02-21,4445,4450,4305,4305,3831,-0.02931228861330326
2025-02-24,4355,4370,4235,4325,3115,0.004645760743321681
2025-02-25,4365,4365,4225,4320,1842,-0.0011560693641619046
2025-02-26,4315,4355,4265,4295,1887,-0.0057870370370370905
2025-02-27,4335,4335,4195,4195,9145,-0.023282887077997638
2025-02-28,4270,4270,3930,4140,8589,-0.013110846245530383
2025-03-04,4135,4185,3820,4185,4116,0.010869565217391353
2025-03-05,4040,4200,4040,4185,1474,0.0
2025-03-06,4235,4265,3995,4140,6887,-0.010752688172043001
2025-03-07,4135,4155,4050,4095,4328,-0.010869565217391353
2025-03-10,4090,4090,3990,4030,3422,-0.015873015873015928
2025-03-11,3970,4055,3880,4050,8151,0.00496277915632759
2025-03-12,4015,4015,3945,3975,4179,-0.01851851851851849
2025-03-13,3975,4000,3940,3980,4428,0.0012578616352201255
2025-03-14,3985,4095,3895,4095,4146,0.028894472361808976
2025-03-17,4095,4095,3980,3980,4566,-0.028083028083028094
2025-03-18,3980,4040,3980,4000,2203,0.005025125628140614
2025-03-19,3965,4040,3960,4005,1110,0.0012499999999999734
2025-03-20,4005,4005,3910,3910,8839,-0.02372034956304614
2025-03-21,3965,3965,3865,3880,2350,-0.007672634271099765
2025-03-24,3895,3900,3800,3875,3273,-0.0012886597938144284
2025-03-25,3875,3875,3690,3780,12936,-0.024516129032258083
2025-03-26,3780,3785,3685,3770,2745,-0.002645502645502673
2025-03-27,3770,3770,3630,3705,7106,-0.017241379310344862
2025-03-28,3730,3730,3690,3705,861,0.0
2025-03-31,3705,3750,3535,3730,2490,0.006747638326585648
2025-04-01,3725,3910,3680,3730,6209,0.0
2025-04-02,3730,3800,3730,3745,2044,0.004021447721179516
2025-04-03,3780,3895,3745,3885,1634,0.03738317757009346
2025-04-04,3745,4535,3745,4400,138053,0.13256113256113267
2025-04-07,4435,4875,4010,4010,68200,-0.08863636363636362
