Date,Open,High,Low,Close,Volume,Change
2024-12-23,15200,15500,15200,15470,34047,0.01442622950819672
2024-12-24,15470,15520,15430,15480,31216,0.0006464124111182912
2024-12-26,15470,15520,15420,15480,66208,0.0
2024-12-27,15010,15080,14830,15080,67352,-0.025839793281653756
2024-12-30,14930,15020,14800,15020,24181,-0.003978779840848823
2025-01-02,15020,15050,14850,14900,25732,-0.007989347536617841
2025-01-03,14970,15010,14820,15000,32448,0.006711409395973256
2025-01-06,15000,15190,14920,15000,42649,0.0
2025-01-07,15000,15100,14920,14930,29329,-0.004666666666666708
2025-01-08,14900,15050,14900,15000,30893,0.0046885465505692725
2025-01-09,15000,15030,14920,14970,13558,-0.0020000000000000018
2025-01-10,14920,15080,14860,15070,18043,0.006680026720106813
2025-01-13,15060,15060,14840,14890,31603,-0.011944260119442607
2025-01-14,14890,15000,14810,14910,30339,0.001343183344526544
2025-01-15,15010,15160,14980,14980,45290,0.0046948356807512415
2025-01-16,15000,15290,14910,15130,48140,0.01001335113484636
2025-01-17,15130,15330,15130,15260,23905,0.008592200925313875
2025-01-20,15320,15400,15210,15280,38379,0.001310615989515096
2025-01-21,15280,15360,15000,15280,12970,0.0
2025-01-22,15300,15910,15260,15840,139706,0.03664921465968596
2025-01-23,15800,15830,15610,15790,20099,-0.0031565656565656353
2025-01-24,15650,15890,15650,15820,30078,0.0018999366687777464
2025-01-31,15810,15810,15360,15360,31065,-0.029077117572692823
2025-02-03,15380,15380,15060,15120,35953,-0.015625
2025-02-04,15300,15580,15220,15470,32161,0.02314814814814814
2025-02-05,15390,15710,15370,15610,44190,0.009049773755656076
2025-02-06,15610,15830,15500,15800,49123,0.0121716848174247
2025-02-07,15840,15900,15710,15750,23286,-0.0031645569620253333
2025-02-10,15800,15800,15490,15490,19373,-0.01650793650793647
2025-02-11,15750,16160,15750,16100,138007,0.03938024531956108
2025-02-12,16130,17920,16120,17150,661294,0.0652173913043479
2025-02-13,17210,18960,17010,18590,679937,0.08396501457725947
2025-02-14,18590,19130,18180,18590,238252,0.0
2025-02-17,18500,19290,18400,19040,215902,0.024206562668101173
2025-02-18,19080,20900,19080,20750,492176,0.0898109243697478
2025-02-19,21200,21500,19540,19570,380567,-0.05686746987951807
2025-02-20,19660,19660,18150,18330,309162,-0.06336228921819109
2025-02-21,18310,18580,18010,18300,111784,-0.0016366612111292644
2025-02-24,18290,18290,17610,18020,128968,-0.015300546448087426
2025-02-25,18010,18440,17850,18350,99929,0.018312985571587115
2025-02-26,18350,18350,17830,18150,55088,-0.010899182561307952
2025-02-27,18180,18390,17880,18000,70544,-0.008264462809917328
2025-02-28,17820,17950,17210,17210,111652,-0.043888888888888866
2025-03-04,17480,18430,17270,18300,158018,0.0633352701917489
2025-03-05,18300,18300,17840,18180,77216,-0.006557377049180357
2025-03-06,18260,18730,18220,18550,66959,0.020352035203520247
2025-03-07,18530,19800,18290,19500,191572,0.05121293800539073
2025-03-10,19500,20700,19500,20450,317837,0.04871794871794877
2025-03-11,20150,20650,19740,20400,234114,-0.0024449877750610804
2025-03-12,20700,20700,19040,19120,170450,-0.06274509803921569
2025-03-13,19470,19750,18980,19190,63792,0.0036610878661087476
2025-03-14,19340,19490,19030,19160,77739,-0.0015633142261594069
2025-03-17,19300,19600,19070,19250,76181,0.0046972860125260585
2025-03-18,19600,20200,19340,19900,157674,0.033766233766233666
2025-03-19,20000,20150,19650,19970,59764,0.0035175879396984744
