Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
005960,KR7005960000,동부건설,KOSPI,,7520,1,20,0.27,7500,7570,7420,21103,157958605,172558905760,22946663,STK
013890,KR7013890009,지누스,KOSPI,,7740,1,120,1.57,7630,7780,7580,4671,35925740,169705792620,21925813,STK
004380,KR7004380002,삼익THK,KOSPI,,8100,1,190,2.4,8180,8230,8010,11886,96586940,167670000000,20700000,STK
000860,KR7000860007,강남제비스코,KOSPI,,12650,1,60,0.48,12410,12720,12410,12772,160215470,164450000000,13000000,STK
101530,KR7101530004,해태제과식품,KOSPI,,5600,1,30,0.54,5570,5650,5570,6231,34856780,163054203200,29116822,STK
002170,KR7002170009,SYTS,KOSPI,,54300,2,-700,-1.27,55000,55100,54100,943,51393200,162900000000,3000000,STK
090350,KR7090350000,노루페인트,KOSPI,,8040,1,30,0.37,8010,8060,7950,17012,136023620,160800000000,20000000,STK
077500,KR7077500007,유니퀘스트,KOSPI,,7440,1,160,2.2,7320,7590,7250,65980,489623890,160704758880,21600102,STK
007570,KR7007570005,일양약품,KOSPI,,8370,1,10,0.12,8500,8500,8180,5696,47534930,159747007680,19085664,STK
016880,KR7016880007,웅진,KOSPI,,1960,1,14,0.72,1947,2040,1936,82333,161100460,156657076800,79927080,STK
460850,KR7460850001,동국씨엠,KOSPI,,5220,2,-20,-0.38,5290,5290,5180,22738,118504900,156070984320,29898656,STK
271980,KR7271980005,제일약품,KOSPI,,10520,2,-260,-2.41,10700,10710,10330,56450,591455075,154695253440,14704872,STK
001780,KR7001780006,알루코,KOSPI,,1595,2,-16,-0.99,1614,1629,1588,168605,270622742,154444060540,96830132,STK
400760,KR7400760005,NH올원리츠,KOSPI,,2795,1,20,0.72,2775,2795,2765,66248,183937919,153527323625,54929275,STK
003830,KR7003830007,대한화섬,KOSPI,,114800,1,1400,1.23,110200,115400,110200,97,11031700,152454400000,1328000,STK
462520,KR7462520008,조선내화,KOSPI,,12850,2,-120,-0.93,13000,13000,12820,12952,166555040,152338908800,11855168,STK
000970,KR7000970004,한국주철관,KOSPI,,6660,1,10,0.15,6690,6690,6640,5903,39302605,151851330000,22800500,STK
293480,KR7293480000,하나제약,KOSPI,,8520,1,100,1.19,8460,8520,8410,16310,137835420,151425499920,17772946,STK
009470,KR7009470006,삼화전기,KOSPI,,22800,1,850,3.87,22200,22850,22150,15493,349653000,150795096000,6613820,STK
001210,KR7001210004,금호전기,KOSPI,,12170,2,-700,-5.44,12100,12970,11550,3552898,43161475840,150616114720,12376016,STK
071840,KR7071840003,롯데하이마트,KOSPI,,6320,1,10,0.16,6330,6370,6310,2736,17324710,149200739840,23607712,STK
272550,KR7272550005,삼양패키징,KOSPI,,9880,1,40,0.41,9850,9890,9730,11840,115840010,148875851280,15068406,STK
004970,KR7004970000,신라교역,KOSPI,,9160,2,-30,-0.33,9200,9400,9160,38919,359299170,146560000000,16000000,STK
107590,KR7107590002,미원홀딩스,KOSPI,,62800,2,-1200,-1.88,63900,64100,62800,104,6595700,145696000000,2320000,STK
000020,KR7000020008,동화약품,KOSPI,,5210,1,10,0.19,5210,5250,5150,55502,288642330,145522958700,27931470,STK
004960,KR7004960001,한신공영,KOSPI,,12550,1,570,4.76,11980,12610,11830,57232,709447775,145212310100,11570702,STK
004090,KR7004090007,한국석유,KOSPI,,11330,1,160,1.43,11170,11420,11070,122577,1385619340,143824379600,12694120,STK
025820,KR7025820002,이구산업,KOSPI,,4280,1,5,0.12,4315,4335,4250,132775,568900945,143131760000,33442000,STK
004150,KR7004150009,한솔홀딩스,KOSPI,,3485,3,0,0.0,3540,3540,3440,77685,269611215,142977770700,41026620,STK
001080,KR7001080001,만호제강,KOSPI,,4010,1,20,0.5,3985,4100,3915,86061,344588940,140810989600,35114960,STK
015890,KR7015890007,태경산업,KOSPI,,4800,1,20,0.42,4775,4815,4775,4993,23941455,140298000000,29228750,STK
003480,KR7003480001,한진중공업홀딩스,KOSPI,,4740,1,40,0.85,4740,4760,4695,29607,139962695,139971308880,29529812,STK
094280,KR7094280005,효성ITX,KOSPI,,12020,1,20,0.17,12000,12100,11990,1997,24010420,138929564000,11558200,STK
002210,KR7002210003,동성제약,KOSPI,,1425,1,7,0.49,1418,1492,1414,44163,63069868,137682797475,96619507,STK
081000,KR7081000002,일진다이아,KOSPI,,9570,1,50,0.53,9520,9610,9510,5999,57271040,135922470750,14202975,STK
006060,KR7006060008,화승인더,KOSPI,,2455,2,-20,-0.81,2480,2495,2455,43639,107633160,135810600000,55320000,STK
008350,KR7008350001,남선알미늄,KOSPI,,1052,2,-20,-1.87,1064,1073,1049,496184,527294663,135791202680,129079090,STK
003010,KR7003010006,혜인,KOSPI,,10650,1,880,9.01,9800,11200,9690,816719,8614226605,135390755550,12712747,STK
000520,KR7000520007,삼일제약,KOSPI,,6230,1,150,2.47,6150,6260,6110,35390,219187170,135139982530,21691811,STK
024090,KR7024090003,디씨엠,KOSPI,,11730,2,-30,-0.26,11760,11920,11500,47505,547013660,133722000000,11400000,STK
009270,KR7009270000,신원,KOSPI,,1163,1,1,0.09,1170,1196,1161,500774,586181855,133477967059,114770393,STK
012610,KR7012610002,경인양행,KOSPI,,3160,3,0,0.0,3160,3205,3110,99420,313743152,131507713400,41616365,STK
002390,KR7002390003,한독,KOSPI,,9530,1,10,0.11,9520,9620,9320,3972,37711250,131166469490,13763533,STK
267290,KR7267290005,경동도시가스,KOSPI,,22150,1,100,0.45,21850,22200,21850,7031,155173250,130583242900,5895406,STK
004080,KR7004080008,신흥,KOSPI,,14020,2,-40,-0.28,14110,14110,14020,263,3694210,130386000000,9300000,STK
214390,KR7214390007,경보제약,KOSPI,,5420,3,0,0.0,5380,5530,5320,12931,69623575,129575181200,23906860,STK
013520,KR7013520002,화승코퍼레이션,KOSPI,,2570,2,-20,-0.77,2585,2595,2530,44927,114904195,128631717640,50051252,STK
210540,KR7210540001,디와이파워,KOSPI,,11540,2,-20,-0.17,11590,11660,11470,37567,433419885,127421310320,11041708,STK
214420,KR7214420002,토니모리,KOSPI,,5290,2,-10,-0.19,5250,5380,5230,49044,259305235,127249886710,24054799,STK
037560,KR7037560000,LG헬로비전,KOSPI,,1640,1,10,0.61,1630,1649,1620,34343,56066838,127012858600,77446865,STK
089470,KR7089470009,HDC현대EP,KOSPI,,3955,2,-5,-0.13,3955,3970,3890,23683,92909000,126164500000,31900000,STK
350520,KR7350520003,이지스레지던스리츠,KOSPI,,3405,2,-10,-0.29,3415,3415,3380,11324,38423220,125529417810,36866202,STK
014280,KR7014280002,금강공업,KOSPI,,4240,2,-45,-1.05,4295,4350,4225,16671,71076598,124356473680,29329357,STK
009070,KR7009070004,KCTC,KOSPI,,4140,1,125,3.11,4040,4140,4040,110649,453453544,124200000000,30000000,STK
001360,KR7001360007,삼성제약,KOSPI,,1319,2,-11,-0.83,1330,1342,1309,221241,291327293,124199782201,94162079,STK
007540,KR7007540008,샘표,KOSPI,,43000,1,100,0.23,42900,43250,42500,2062,88277200,123659400000,2875800,STK
078000,KR7078000007,텔코웨어,KOSPI,,13360,2,-30,-0.22,13400,13430,13320,1569,20966680,123447428720,9240077,STK
018470,KR7018470005,조일알미늄,KOSPI,,973,0,0,0.0,0,0,0,0,0,123212664533,126631721,STK
002620,KR7002620003,제일파마홀딩스,KOSPI,,7690,1,40,0.52,7650,7730,7450,3897,29314870,122835099950,15973355,STK
005800,KR7005800008,신영와코루,KOSPI,,13550,1,220,1.65,13510,13710,13330,11124,151049850,121950000000,9000000,STK
227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,13280,1,10,0.08,13340,13390,13220,9335,124376905,120859102080,9100836,STK
008040,KR7008040008,사조동아원,KOSPI,,8550,1,770,9.9,7830,8800,7500,150493,1285315850,120678633000,14114460,STK
079430,KR7079430005,현대리바트,KOSPI,,5980,1,10,0.17,5940,6060,5940,9052,54309360,120282927960,20114202,STK
011690,KR7011690005,와이투솔루션,KOSPI,,3250,1,100,3.17,3160,3300,3160,94339,304594485,119289280500,36704394,STK
017550,KR7017550005,수산세보틱스,KOSPI,,1893,1,26,1.39,1868,1896,1832,206938,387924523,118121553090,62399130,STK
008970,KR7008970006,KBI동양철관,KOSPI,,1138,2,-2,-0.18,1117,1149,1112,1041179,1173423989,118086740166,103766907,STK
034590,KR7034590000,인천도시가스,KOSPI,,26550,2,-150,-0.56,26750,26750,26550,378,10056900,116149718700,4374754,STK
083420,KR7083420000,그린케미칼,KOSPI,,4810,1,25,0.52,4830,4835,4770,13579,65036230,115440000000,24000000,STK
013570,KR7013570007,디와이,KOSPI,,4380,1,30,0.69,4315,4415,4315,36399,159117907,115279992540,26319633,STK
001520,KR7001520006,동양,KOSPI,,1072,1,6,0.56,1063,1093,1044,167320,178006999,114834818304,107122032,STK
011280,KR7011280005,태림포장,KOSPI,,1620,3,0,0.0,1641,1641,1609,2839,4607783,114705622800,70805940,STK
002780,KR7002780005,진흥기업,KOSPI,,782,0,0,0.0,0,0,0,0,0,113758904590,145471745,STK
014530,KR7014530000,극동유화,KOSPI,,3245,1,15,0.46,3230,3285,3230,68545,223239435,113151267900,34869420,STK
012320,KR7012320008,경동인베스트,KOSPI,,47400,1,550,1.17,46900,47650,45900,1549,73127850,112102090200,2365023,STK
004250,KR7004250007,NPC,KOSPI,,3030,1,30,1.0,3005,3040,2980,5231,15734005,111261600000,36720000,STK
023450,KR7023450000,동남합성,KOSPI,,31600,1,50,0.16,31550,31750,30600,1761,55049300,110600000000,3500000,STK
016710,KR7016710006,대성홀딩스,KOSPI,,6870,2,-120,-1.72,7020,7020,6730,21945,150414340,110534583330,16089459,STK
011810,KR7011810009,STX,KOSPI,,3530,0,0,0.0,0,0,0,0,0,109493282310,31017927,STK
001290,KR7001290006,상상인증권,KOSPI,,1010,0,0,0.0,0,0,0,0,0,109420491200,108337120,STK
010100,KR7010100006,한국무브넥스,KOSPI,,3580,2,-20,-0.56,3610,3615,3545,45888,164017965,109012503600,30450420,STK
002460,KR7002460004,HS화성,KOSPI,,10740,2,-150,-1.38,11110,11110,10640,12606,135251835,109011000000,10150000,STK
016740,KR7016740003,두올,KOSPI,,3775,2,-5,-0.13,3750,3780,3655,19570,72694980,108244440600,28674024,STK
012800,KR7012800009,대창,KOSPI,,1174,2,-5,-0.42,1180,1192,1165,154170,181106798,106998945826,91140499,STK
021820,KR7021820006,세원정공,KOSPI,,10670,1,20,0.19,10790,10790,10490,12324,130530750,106700000000,10000000,STK
035000,KR7035000009,HS애드,KOSPI,,6580,1,90,1.39,6540,6580,6520,35885,235277110,106646297520,16207644,STK
248170,KR7248170003,샘표식품,KOSPI,,23200,1,200,0.87,23300,23400,23000,1026,23787150,105984235200,4568286,STK
014580,KR7014580005,태경비케이,KOSPI,,3825,3,0,0.0,3820,3840,3795,42987,163661898,105505357500,27583100,STK
120030,KR7120030002,조선선재,KOSPI,,83800,1,300,0.36,83500,84200,83500,182,15229300,105391153800,1257651,STK
002450,KR7002450005,삼익악기,KOSPI,,1159,1,7,0.61,1156,1160,1152,123170,142385446,104925330485,90530915,STK
092220,KR7092220003,KEC,KOSPI,,2600,1,60,2.36,2540,2620,2525,153520,395299867,104396832800,40152628,STK
027970,KR7027970003,한국제지,KOSPI,,2740,1,15,0.55,2725,2755,2695,3075,8376596,104202594560,38030144,STK
267850,KR7267850006,아시아나IDT,KOSPI,,9250,1,30,0.33,9230,9460,9230,3610,33626200,102675000000,11100000,STK
006840,KR7006840003,AK홀딩스,KOSPI,,7710,2,-290,-3.63,8000,8010,7710,7977,62220600,102138695310,13247561,STK
123690,KR7123690000,한국화장품,KOSPI,,6340,1,20,0.32,6320,6450,6290,50290,320002105,101871120000,16068000,STK
264900,KR7264900002,크라운제과,KOSPI,,8110,1,20,0.25,8090,8150,8080,4109,33335395,101568423500,12523850,STK
009580,KR7009580002,무림P&P,KOSPI,,1623,1,2,0.12,1646,1646,1610,38373,62056089,101223789852,62368324,STK
119650,KR7119650000,KC코트렐,KOSPI,,918,0,0,0.0,0,0,0,0,0,100782913662,109785309,STK
013700,KR7013700000,까뮤이앤씨,KOSPI,,1680,1,22,1.33,1658,1680,1611,271510,446084280,100381394400,59750830,STK
006660,KR7006660005,삼성공조,KOSPI,,12310,1,170,1.4,12160,12480,12130,120551,1481861185,100034925340,8126314,STK
004100,KR7004100004,태양금속,KOSPI,,2690,1,165,6.53,2560,2720,2545,504943,1333120367,98723000000,36700000,STK
067830,KR7067830000,세이브존I&C,KOSPI,,2400,1,15,0.63,2365,2425,2355,77100,183281359,98498148000,41040895,STK
008700,KR7008700007,아남전자,KOSPI,,1273,1,23,1.84,1235,1279,1235,304068,385922490,98179895860,77124820,STK
012200,KR7012200002,계양전기,KOSPI,,3600,1,110,3.15,3505,3625,3480,151325,541486691,98002184400,27222829,STK
008260,KR7008260002,NI스틸,KOSPI,,3420,2,-95,-2.7,3520,3520,3405,68752,237096390,97812400140,28600117,STK
070960,KR7070960000,모나용평,KOSPI,,2030,1,36,1.81,2100,2100,2000,25222,51225070,97710665990,48133333,STK
032560,KR7032560005,황금에스티,KOSPI,,5700,3,0,0.0,5700,5730,5660,18902,107767260,96900000000,17000000,STK
014790,KR7014790000,HL D&I,KOSPI,,2555,3,0,0.0,2560,2605,2550,11758,30296005,96728725555,37858601,STK
036580,KR7036580009,팜스코,KOSPI,,2620,2,-5,-0.19,2605,2635,2570,33884,88093800,96227210660,36727943,STK
014440,KR7014440002,영보화학,KOSPI,,4795,3,0,0.0,4795,4800,4750,16857,80491685,95900000000,20000000,STK
417310,KR7417310000,코람코더원리츠,KOSPI,,2370,1,5,0.21,2370,2370,2360,122862,290215565,95748000000,40400000,STK
019180,KR7019180009,티에이치엔,KOSPI,,5230,1,40,0.77,5270,5300,5140,56022,292729530,94140000000,18000000,STK
007210,KR7007210008,벽산,KOSPI,,1430,1,6,0.42,1420,1432,1413,64845,92211188,93464800000,65360000,STK
002200,KR7002200004,한국수출포장,KOSPI,,2725,1,25,0.93,2740,2740,2690,3295,8891390,91287339225,33499941,STK
058850,KR7058850009,KTcs,KOSPI,,2200,1,30,1.38,2180,2205,2180,57721,126484174,91089790000,41404450,STK
363280,KR7363280009,티와이홀딩스,KOSPI,,2000,1,24,1.21,1982,2030,1965,8551,17042219,90994666000,45497333,STK
058860,KR7058860008,KTis,KOSPI,,2585,3,0,0.0,2585,2595,2570,47261,121744320,89963170000,34802000,STK
004890,KR7004890000,동일산업,KOSPI,,36600,1,200,0.55,36700,36800,35950,96,3504450,88762869000,2425215,STK
023000,KR7023000003,삼원강재,KOSPI,,2215,2,-10,-0.45,2225,2245,2205,14964,33145474,88024002540,39739956,STK
003580,KR7003580008,HLB글로벌,KOSPI,,1737,1,46,2.72,1710,1740,1651,95225,162290646,88002508185,50663505,STK
001020,KR7001020007,페이퍼코리아,KOSPI,,2460,2,-20,-0.81,2570,2570,2450,4613,11437605,87567788520,35596662,STK
025620,KR7025620006,차AI헬스케어,KOSPI,,4800,1,95,2.02,4745,4835,4730,2772,13270020,87379070400,18203973,STK
004140,KR7004140000,동방,KOSPI,,1811,1,6,0.33,1794,1823,1791,67314,121650898,86876868226,47971766,STK
139990,KR7139990006,아주스틸,KOSPI,,2225,2,-45,-1.98,2270,2270,2210,17555,39143259,86230796150,38755414,STK
023800,KR7023800006,인지컨트롤스,KOSPI,,5370,1,70,1.32,5350,5410,5330,8975,48200130,84895387890,15809197,STK
006090,KR7006090005,사조오양,KOSPI,,8970,2,-80,-0.88,8900,9030,8900,1016,9107170,84521968830,9422739,STK
005740,KR7005740006,크라운해태홀딩스,KOSPI,,5660,1,20,0.35,5640,5710,5620,3077,17376860,84035984020,14847347,STK
002600,KR7002600005,조흥,KOSPI,,137900,1,800,0.58,138000,138000,135100,19,2618900,82740000000,600000,STK
013360,KR7013360003,일성건설,KOSPI,,1530,1,35,2.34,1500,1532,1477,248709,375158529,82658066400,54024880,STK
055490,KR7055490007,테이팩스,KOSPI,,17260,1,120,0.7,17360,17700,17080,19509,339085605,82617579000,4786650,STK
111380,KR7111380002,동인기연,KOSPI,,13440,2,-80,-0.59,13380,13520,13260,2541,33927680,82360320000,6128000,STK
109070,KR7109070003,주성코퍼레이션,KOSPI,,1550,0,0,0.0,0,0,0,0,0,81855856500,52810230,STK
007980,KR7007980006,TP,KOSPI,,1730,2,-2,-0.12,1716,1739,1716,66558,115010587,81132415500,46897350,STK
002220,KR7002220002,한일철강,KOSPI,,3015,1,110,3.79,2940,3045,2910,150795,450331931,80492841900,26697460,STK
019680,KR7019680008,대교,KOSPI,,1000,0,0,0.0,0,0,0,0,0,80467700000,80467700,STK
069730,KR7069730000,DSR제강,KOSPI,,5550,2,-80,-1.42,5540,5590,5460,24908,137405290,79920000000,14400000,STK
015590,KR7015590003,DKME,KOSPI,,1492,1,151,11.26,1350,1630,1350,721084,1072278907,79667291536,53396308,STK
163560,KR7163560006,동일고무벨트,KOSPI,,5690,1,30,0.53,5700,5710,5620,22971,130117110,79091000000,13900000,STK
009180,KR7009180001,한솔로지스틱스,KOSPI,,2800,1,15,0.54,2805,2805,2760,25962,72222275,78836310000,28155825,STK
001260,KR7001260009,남광토건,KOSPI,,8000,1,50,0.63,7890,8120,7770,25323,200781295,78660576000,9832572,STK
004840,KR7004840005,DRB동일,KOSPI,,4080,1,10,0.25,4070,4085,4025,18035,73203620,78631245120,19272364,STK
005750,KR7005750005,대림바스,KOSPI,,4735,1,15,0.32,4720,4745,4675,25100,118210175,78564256400,16592240,STK
000850,KR7000850008,화천기공,KOSPI,,35650,1,250,0.71,35850,36050,35100,8803,312423225,78430000000,2200000,STK
004770,KR7004770004,써니전자,KOSPI,,2185,1,100,4.8,2055,2280,2025,4115319,9024628175,77583752030,35507438,STK
000590,KR7000590000,CS홀딩스,KOSPI,,66900,1,200,0.3,66700,66900,66300,39,2606300,77234845800,1154482,STK
010960,KR7010960003,삼호개발,KOSPI,,3160,1,5,0.16,3170,3205,3110,89352,280976220,76219200000,24120000,STK
007590,KR7007590003,동방아그로,KOSPI,,5590,3,0,0.0,5600,5650,5570,1318,7367990,76122255430,13617577,STK
084680,KR7084680008,이월드,KOSPI,,531,2,-17,-3.1,550,563,527,226443,122433037,75299088483,141806193,STK
011700,KR7011700002,한신기계,KOSPI,,2320,1,30,1.31,2305,2340,2280,92373,214228680,75275070320,32446151,STK
210980,KR7210980009,SK디앤디,KOSPI,,4035,2,-85,-2.06,4125,4350,4035,605971,2521877251,75121136370,18617382,STK
063160,KR7063160006,종근당바이오,KOSPI,,13640,1,40,0.29,13850,13850,13590,1404,19138640,74828521680,5485962,STK
014160,KR7014160006,대영포장,KOSPI,,690,1,5,0.73,685,690,667,135902,92594361,74792238810,108394549,STK
058730,KR7058730003,다스코,KOSPI,,3625,2,-80,-2.16,3740,3830,3550,1347417,4950838149,73410784875,20251251,STK
013870,KR7013870001,지엠비코리아,KOSPI,,3845,1,5,0.13,3840,3930,3840,3822,14728665,73332916600,19072280,STK
000230,KR7000230003,일동홀딩스,KOSPI,,6300,3,0,0.0,6300,6300,6100,51035,315279175,72704520000,11540400,STK
000180,KR7000180000,성창기업지주,KOSPI,,5210,1,20,0.39,5260,5270,5140,5198,26977085,72681167200,13950320,STK
002720,KR7002720001,국제약품,KOSPI,,3415,1,30,0.89,3415,3430,3355,25405,86417910,72260826280,21159832,STK
338100,KR7338100001,NH프라임리츠,KOSPI,,3850,3,0,0.0,3835,3855,3815,21094,80831097,71841000000,18660000,STK
095720,KR7095720009,웅진씽크빅,KOSPI,,1261,2,-9,-0.71,1270,1280,1260,15678,19868854,71658954185,56827085,STK
011150,KR7011150000,CJ씨푸드,KOSPI,,1994,2,-11,-0.55,1991,2010,1991,31198,62363835,71645961362,35930773,STK
155660,KR7155660004,DSR,KOSPI,,4470,2,-25,-0.56,4495,4510,4425,25105,111944359,71520000000,16000000,STK
007610,KR7007610009,선도전기,KOSPI,,3940,1,70,1.81,3930,3985,3755,70390,276860747,70920000000,18000000,STK
009770,KR7009770009,삼정펄프,KOSPI,,28300,1,350,1.25,27950,28350,27750,1124,31448900,70749179300,2499971,STK
001560,KR7001560002,제일연마,KOSPI,,9280,1,110,1.2,9180,9290,9150,2266,21006040,70528000000,7600000,STK
031820,KR7031820004,아이티센씨티에스,KOSPI,,5800,1,80,1.4,5750,5920,5750,9284,54127115,70209846800,12105146,STK
004720,KR7004720009,팜젠사이언스,KOSPI,,3070,2,-70,-2.23,3130,3145,3050,23614,72626115,69548900550,22654365,STK
084670,KR7084670009,동양고속,KOSPI,,23800,1,500,2.15,24000,24000,23150,5079,119730650,68914542200,2895569,STK
004440,KR7004440004,삼일씨엔에스,KOSPI,,5390,1,70,1.32,5270,5400,5250,14298,76005280,68625194330,12731947,STK
002700,KR7002700003,신일전자,KOSPI,,997,1,5,0.5,992,999,986,380881,378273069,68341878437,68547521,STK
079980,KR7079980009,휴비스,KOSPI,,1980,2,-20,-1.0,2010,2020,1971,34928,69202969,68310000000,34500000,STK
010040,KR7010040004,한국내화,KOSPI,,1643,1,3,0.18,1640,1699,1577,42631,70186077,67473182866,41067062,STK
085310,KR7085310001,엔케이,KOSPI,,9080,3,0,0.0,9400,9400,8990,2378,21565095,67356111920,7418074,STK
018500,KR7018500009,동원모빌리티,KOSPI,,1438,1,8,0.56,1460,1460,1420,24987,35707694,67233593654,46754933,STK
010660,KR7010660009,화천기계,KOSPI,,3040,1,150,5.19,2895,3095,2895,205429,618983453,66880000000,22000000,STK
017370,KR7017370008,우신시스템,KOSPI,,3650,2,-20,-0.54,3670,3685,3475,45818,161506382,66846297100,18314054,STK
007280,KR7007280001,한국특강,KOSPI,,2320,2,-45,-1.9,2380,2390,2310,14959,34983515,66459972800,28646540,STK
014990,KR7014990006,인디에프,KOSPI,,4360,1,5,0.11,4250,4570,4150,755125,3283041484,65498531640,15022599,STK
100220,KR7100220003,비상교육,KOSPI,,4960,1,15,0.3,4945,4960,4910,6182,30597940,64463835360,12996741,STK
016090,KR7016090003,대현,KOSPI,,1444,1,2,0.14,1442,1449,1442,12977,18759686,63943655640,44282310,STK
071090,KR7071090005,하이스틸,KOSPI,,3125,1,35,1.13,3090,3275,3070,1053515,3338626833,63098346875,20191471,STK
009200,KR7009200007,무림페이퍼,KOSPI,,1515,2,-4,-0.26,1542,1542,1513,9764,14845274,63038104650,41609310,STK
068290,KR7068290006,삼성출판사,KOSPI,,6300,2,-30,-0.47,6360,6360,6230,6374,39933630,63000000000,10000000,STK
214330,KR7214330003,금호에이치티,KOSPI,,5910,1,60,1.03,5900,6100,5900,68123,408308100,61800450390,10456929,STK
396690,KR7396690000,미래에셋글로벌리츠,KOSPI,,1550,2,-10,-0.64,1565,1577,1500,254477,386456028,61389207000,39605940,STK
002760,KR7002760007,보락,KOSPI,,1017,1,3,0.3,1013,1017,998,66244,66658478,60918300000,59900000,STK
005870,KR7005870001,휴니드,KOSPI,,4300,2,-50,-1.15,4385,4410,4280,53964,233302899,60698864500,14116015,STK
000220,KR7000220004,유유제약,KOSPI,,3840,1,35,0.92,3805,4530,3775,2807213,11557726959,60470254080,15747462,STK
072130,KR7072130008,유엔젤,KOSPI,,4735,2,-60,-1.25,4835,4835,4725,15295,72616100,60112974690,12695454,STK
004450,KR7004450003,삼화왕관,KOSPI,,27650,1,650,2.41,27500,27800,27000,1986,54504775,59568579350,2154379,STK
001550,KR7001550003,조비,KOSPI,,11400,1,110,0.97,11460,11560,11290,62811,718975805,59191524600,5192239,STK
006890,KR7006890008,태경케미컬,KOSPI,,5100,1,10,0.2,5070,5160,5070,10933,55859080,59160000000,11600000,STK
092440,KR7092440007,기신정기,KOSPI,,2020,1,10,0.5,2010,2025,1993,11140,22240351,58984000000,29200000,STK
111110,KR7111110003,호전실업,KOSPI,,6420,1,20,0.31,6410,6430,6370,5172,33093230,58203720000,9066000,STK
009190,KR7009190000,대양금속,KOSPI,,1307,1,6,0.46,1301,1335,1281,174446,227722839,57490061425,43986275,STK
129260,KR7129260006,인터지스,KOSPI,,1914,2,-6,-0.31,1906,1948,1906,22054,42459437,56937430836,29747874,STK
378850,KR7378850002,화승알앤에이,KOSPI,,2990,1,45,1.53,2950,2995,2925,11352,33471050,56790932770,18993623,STK
011390,KR7011390002,부산산업,KOSPI,,53400,1,1900,3.69,51500,53700,51000,8152,427678100,56390400000,1056000,STK
075180,KR7075180000,새론오토모티브,KOSPI,,2920,2,-25,-0.85,2945,2990,2910,12973,38173430,56064000000,19200000,STK
101140,KR7101140002,인바이오젠,KOSPI,,5570,1,60,1.09,5510,5670,5320,1420,7797530,55946283120,10044216,STK
020760,KR7020760005,일진디스플,KOSPI,,902,0,0,0.0,0,0,0,0,0,55503470462,61533781,STK
024900,KR7024900003,디와이덕양,KOSPI,,1697,1,11,0.65,1686,1705,1679,17320,29305100,55262771060,32564980,STK
012690,KR7012690004,모나리자,KOSPI,,1504,1,4,0.27,1504,1532,1486,171512,258890397,55003167520,36571255,STK
000950,KR7000950006,전방,KOSPI,,32700,2,-1100,-3.25,33100,33300,32650,473,15601650,54936000000,1680000,STK
025530,KR7025530007,SJM홀딩스,KOSPI,,3655,1,35,0.97,3650,3660,3580,8738,31750385,54583799240,14934008,STK
002630,KR7002630002,오리엔트바이오,KOSPI,,913,0,0,0.0,0,0,0,0,0,54133141326,59291502,STK
090080,KR7090080003,평화산업,KOSPI,,979,1,11,1.14,979,994,968,63820,62836996,53749311561,54902259,STK
007460,KR7007460009,에이프로젠,KOSPI,,2160,1,80,3.85,2470,2630,2155,2889048,6934016588,53624058480,24825953,STK
123700,KR7123700007,SJM,KOSPI,,3435,1,60,1.78,3380,3455,3380,3206,10930005,53602824630,15604898,STK
021050,KR7021050000,서원,KOSPI,,1122,1,15,1.36,1122,1129,1114,52500,58807787,53266489980,47474590,STK
002410,KR7002410009,범양건영,KOSPI,,1935,0,0,0.0,0,0,0,0,0,53173451700,27479820,STK
004830,KR7004830006,덕성,KOSPI,,3320,1,55,1.68,3275,3335,3250,22692,74973140,52057600000,15680000,STK
023810,KR7023810005,인팩,KOSPI,,5180,2,-40,-0.77,5230,5300,5130,9674,50084590,51800000000,10000000,STK
372910,KR7372910000,한컴라이프케어,KOSPI,,1869,1,24,1.3,1845,1870,1831,70117,130010328,51723464814,27674406,STK
010770,KR7010770006,평화홀딩스,KOSPI,,3530,1,15,0.43,3515,3560,3510,14540,51323975,51627894980,14625466,STK
006880,KR7006880009,신송홀딩스,KOSPI,,4350,2,-35,-0.8,4385,4430,4330,12466,54287855,51455532300,11828858,STK
002140,KR7002140002,고려산업,KOSPI,,2060,3,0,0.0,2065,2090,2050,150098,310126102,51375215500,24939425,STK
003780,KR7003780004,진양산업,KOSPI,,3900,1,65,1.69,3850,3900,3850,20734,80235185,50700000000,13000000,STK
001620,KR7001620004,케이비아이동국실업,KOSPI,,2260,1,45,2.03,2215,2280,2215,8374,18854150,50304449560,22258606,STK
011230,KR7011230000,삼화전자,KOSPI,,2575,1,5,0.19,2560,2625,2560,92258,238022164,49351896375,19165785,STK
006980,KR7006980007,우성,KOSPI,,15950,1,120,0.76,15700,15950,15700,5253,83687145,49285500000,3090000,STK
027740,KR7027740000,마니커,KOSPI,,1550,1,43,2.85,1506,1550,1494,135317,207194646,49221201700,31755614,STK
004410,KR7004410007,서울식품,KOSPI,,1241,1,7,0.57,1244,1290,1204,305020,379390966,48963671133,39455013,STK
011000,KR7011000007,진원생명과학,KOSPI,,2670,0,0,0.0,0,0,0,0,0,48531471270,18176581,STK
357250,KR7357250000,미래에셋맵스리츠,KOSPI,,1910,1,21,1.11,1896,1915,1890,40060,76373007,47740650550,24995105,STK
