Date,Open,High,Low,Close,Volume,Change
2024-12-26,3980,4015,3940,3940,4268,-0.01005025125628145
2024-12-27,3945,3950,3845,3850,8767,-0.022842639593908642
2024-12-30,3850,3865,3825,3840,4208,-0.0025974025974025983
2025-01-02,3840,3885,3835,3860,22812,0.005208333333333259
2025-01-03,3900,3945,3815,3815,29485,-0.011658031088082943
2025-01-06,3920,4000,3820,3875,23924,0.01572739187418093
2025-01-07,3900,4075,3900,3975,15085,0.02580645161290329
2025-01-08,3975,4040,3975,3980,7835,0.0012578616352201255
2025-01-09,3980,4130,3940,4010,12269,0.007537688442211143
2025-01-10,4020,4290,4020,4115,27715,0.026184538653366562
2025-01-13,4115,4290,4105,4125,9074,0.002430133657351119
2025-01-14,4125,4240,4125,4135,3985,0.00242424242424244
2025-01-15,4135,4195,4050,4130,3350,-0.0012091898428052694
2025-01-16,4130,4130,4060,4090,9012,-0.009685230024213065
2025-01-17,4105,4105,4025,4050,6480,-0.009779951100244544
2025-01-20,4020,4050,4005,4030,3424,-0.004938271604938316
2025-01-21,4030,4070,3960,3995,6937,-0.008684863523573227
2025-01-22,3995,3995,3895,3945,7732,-0.01251564455569465
2025-01-23,3955,3970,3900,3970,5837,0.006337135614702172
2025-01-24,3970,3980,3940,3980,2550,0.0025188916876575096
2025-01-31,3980,3990,3895,3910,4389,-0.017587939698492483
2025-02-03,3880,3880,3780,3780,6028,-0.03324808184143224
2025-02-04,3760,3840,3760,3820,3851,0.010582010582010692
2025-02-05,3850,3850,3790,3830,4543,0.002617801047120505
2025-02-06,3830,3860,3825,3825,3855,-0.0013054830287205776
2025-02-07,3825,4000,3800,3815,6316,-0.002614379084967311
2025-02-10,3815,3820,3760,3795,5207,-0.005242463958060273
2025-02-11,3790,3795,3750,3770,7194,-0.006587615283267456
2025-02-12,3740,3775,3710,3770,5412,0.0
2025-02-13,3770,3770,3700,3750,12445,-0.0053050397877983935
2025-02-14,3750,3750,3685,3735,11636,-0.0040000000000000036
2025-02-17,3735,3760,3705,3730,12490,-0.0013386880856760541
2025-02-18,3705,3755,3700,3735,4090,0.0013404825737264314
