Date,Open,High,Low,Close,Volume,Change
2025-01-06,3900,3935,3885,3935,75158,0.0063938618925831
2025-01-07,3950,3980,3930,3965,73375,0.0076238881829733
2025-01-08,3940,4075,3930,4065,261103,0.0252206809583859
2025-01-09,4055,4125,4020,4065,165231,0.0
2025-01-10,4105,4125,4050,4120,124444,0.013530135301353
2025-01-13,4065,4135,4065,4090,105832,-0.0072815533980582
2025-01-14,4115,4270,4110,4245,351373,0.0378973105134474
2025-01-15,4265,4330,4215,4255,309132,0.0023557126030624
2025-01-16,4220,4340,4100,4170,494608,-0.0199764982373678
2025-01-17,4170,4415,4140,4385,1133800,0.0515587529976018
2025-01-20,4430,4775,4430,4650,3845525,0.0604332953249715
2025-01-21,4850,4950,4540,4830,2761185,0.0387096774193549
2025-01-22,4830,4930,4630,4640,1184699,-0.0393374741200828
2025-01-23,4590,4620,4405,4460,780961,-0.0387931034482759
2025-01-24,4460,4820,4425,4700,1258063,0.053811659192825
2025-01-31,4660,4680,4355,4445,764078,-0.0542553191489362
2025-02-03,4500,4645,4140,4340,668264,-0.0236220472440944
2025-02-04,4370,4420,4300,4300,288566,-0.0092165898617511
2025-02-05,4340,4365,4265,4355,267965,0.0127906976744185
2025-02-06,4355,4420,4280,4375,291498,0.0045924225028701
2025-02-07,4215,4285,4190,4195,449911,-0.0411428571428571
2025-02-10,4175,4300,4100,4240,248875,0.0107270560190704
2025-02-11,4225,4600,4215,4445,2791105,0.0483490566037736
2025-02-12,4305,4380,4255,4320,839122,-0.0281214848143982
2025-02-13,4240,4455,4150,4195,1462772,-0.0289351851851852
2025-02-14,4220,4245,4160,4195,315654,0.0
2025-02-17,4195,4365,4185,4350,412915,0.0369487485101311
2025-02-18,4350,4380,4310,4355,263459,0.0011494252873562
2025-02-19,4360,4380,4285,4350,261489,-0.0011481056257175
2025-02-20,4345,4375,4245,4330,634952,-0.0045977011494252
2025-02-21,4450,4535,4300,4360,1963089,0.0069284064665127
2025-02-24,4305,4515,4275,4475,1033139,0.0263761467889909
2025-02-25,4455,4580,4395,4540,1749073,0.0145251396648045
2025-02-26,4585,4645,4510,4525,845982,-0.0033039647577092
2025-02-27,4560,4580,4460,4480,440541,-0.0099447513812154
2025-02-28,4440,5150,4385,4895,12766913,0.0926339285714286
2025-03-04,4820,6050,4820,5600,35896579,0.1440245148110317
2025-03-05,5700,6930,5640,6490,48229438,0.1589285714285715
2025-03-06,6720,7050,6380,6590,19436303,0.0154083204930661
2025-03-07,6460,6460,6200,6200,2182060,-0.0591805766312595
2025-03-10,6360,6360,6200,6300,1232714,0.0161290322580645
2025-03-11,6110,6350,6090,6300,1651068,0.0
2025-03-12,6300,6780,5890,6180,12971597,-0.019047619047619
2025-03-13,6050,6660,5880,6080,9609134,-0.0161812297734628
2025-03-14,6300,6530,6010,6060,6942031,-0.0032894736842105
2025-03-17,6060,6450,6040,6250,5993030,0.0313531353135314
2025-03-18,6300,6880,6260,6740,14694018,0.0784
2025-03-19,6650,6790,6330,6390,5654326,-0.0519287833827892
2025-03-20,6420,6530,5950,6050,4457845,-0.0532081377151799
2025-03-21,6100,6160,5695,6000,3533501,-0.0082644628099173
2025-03-24,5960,6000,5500,5730,3714604,-0.045
2025-03-25,5730,5780,5280,5380,2988464,-0.0610820244328097
2025-03-26,5380,5490,5300,5440,1672654,0.0111524163568772
2025-03-27,5480,5480,5220,5280,1440939,-0.0294117647058823
2025-03-28,5250,5330,5050,5110,2318919,-0.0321969696969697
2025-03-31,5010,5180,4970,5070,975588,-0.0078277886497064
2025-04-01,5100,5460,5070,5140,3286557,0.0138067061143984
2025-04-02,5180,5200,4900,4920,1267196,-0.0428015564202334
2025-04-03,4780,5210,4760,4995,2135672,0.0152439024390242
2025-04-04,5000,5100,4740,4870,1265624,-0.025025025025025
2025-04-07,4680,4750,4480,4520,1160596,-0.0718685831622176
2025-04-08,4640,4680,4510,4610,560252,0.0199115044247788
2025-04-09,5220,5430,4765,5110,12077899,0.1084598698481562
2025-04-10,5290,5330,5020,5250,2473651,0.0273972602739727
2025-04-11,5140,5220,5000,5100,1195693,-0.0285714285714285
2025-04-14,5140,5310,5090,5310,1255776,0.0411764705882353
2025-04-15,5710,6030,5450,5570,7534901,0.0489642184557439
2025-04-16,5470,5550,5220,5270,1725484,-0.0538599640933572
2025-04-17,5340,5340,5180,5270,761410,0.0
2025-04-18,5270,5270,5060,5130,749999,-0.0265654648956357
2025-04-21,5220,5290,5090,5120,561652,-0.0019493177387914
2025-04-22,5050,5240,5050,5180,451524,0.01171875
2025-04-23,5250,5320,5110,5280,954906,0.0193050193050192
2025-04-24,5240,5250,5100,5150,584911,-0.0246212121212121
2025-04-25,5240,5300,4880,4890,1502817,-0.0504854368932038
2025-04-28,4850,5060,4845,4925,596234,0.007157464212679
2025-04-29,4930,4960,4855,4900,362720,-0.0050761421319797
2025-04-30,4890,4925,4740,4795,593509,-0.0214285714285714
2025-05-02,4795,4885,4765,4840,247470,0.0093847758081335
2025-05-07,4805,4900,4750,4805,355710,-0.0072314049586776
2025-05-08,4815,4845,4775,4820,250486,0.0031217481789802
2025-05-09,4895,4950,4830,4830,497959,0.0020746887966804
2025-05-12,4840,4935,4795,4885,304577,0.0113871635610764
2025-05-13,4990,5010,4880,4920,455740,0.0071647901740019
2025-05-14,4900,4945,4850,4920,300208,0.0
2025-05-15,4910,4910,4815,4830,318313,-0.0182926829268292
2025-05-16,4900,4910,4720,4730,444755,-0.0207039337474119
2025-05-19,4710,4750,4630,4675,357052,-0.0116279069767442
2025-05-20,4685,4745,4625,4735,264649,0.0128342245989305
2025-05-21,4755,4835,4730,4800,202083,0.0137275607180569
2025-05-22,4780,4780,4665,4700,259653,-0.0208333333333333
2025-05-23,4700,4760,4510,4670,540091,-0.0063829787234042
