Date,Open,High,Low,Close,Volume
2015-01-02,55.40261530157797,55.643200131782656,54.757837689934426,55.354496002197266,4989619
2015-01-05,55.118723625490325,55.55659237900728,54.29591210330458,54.43064498901367,7572062
2015-01-06,54.02163348101933,54.392138626029265,53.040032555704016,53.66074752807617,9172185
2015-01-07,54.0601422213264,54.536505273384,53.9013525928571,54.24298858642578,4929396
2015-01-08,54.81558240564336,55.33525223123418,54.51725321564307,55.16684341430664,6196941
2015-01-09,55.30156577218414,55.39780437369975,54.55574286051136,54.86369705200195,6078084
2015-01-12,55.07543400575603,55.21497944874842,54.382542639479,55.07062149047851,7970742
2015-01-13,55.590296228686746,56.22064245033109,54.61351304429764,55.0177001953125,6668080
2015-01-14,54.45469529987936,54.935870787270304,54.19004790681194,54.623104095458984,5575483
2015-01-15,54.935870787270304,55.186080640709754,54.40176348792614,54.623104095458984,5038083
2015-01-16,54.46433582134643,55.98003874617639,54.44989827761099,55.88861846923828,9173615
2015-01-20,56.09551256700705,56.64886415420101,55.768314128494545,56.55263137817383,8685474
2015-01-21,56.470840994824904,57.40432301564418,56.39385242609644,57.2744026184082,11405206
2015-01-22,57.625642154609736,58.068323342669146,57.14446669657347,57.9576530456543,10428448
2015-01-23,57.91918816804006,58.19827322533739,57.707472492402054,57.73152923583984,6830158
2015-01-26,57.65933351081701,57.70264030091933,56.91351055169357,57.13966369628906,9047607
2015-01-27,56.057014332509496,57.91435286217849,55.340060659998514,57.336944580078125,11644351
2015-01-28,57.44280890600554,57.44280890600554,56.19656027766979,56.25911712646485,6898008
2015-01-29,56.239869725917885,56.31204577279295,55.080234628327894,56.03296661376953,10056145
2015-01-30,55.34487965668628,55.92710052045343,55.15722077635095,55.22939682006836,7346106
2015-02-02,55.41705294623156,56.15325088890097,54.878138902148415,56.09551239013672,5588354
2015-02-03,56.57671371163416,57.510195978181514,56.018549358098255,57.207054138183594,7136994
2015-02-04,57.139658016311934,57.25995334722709,56.5141304622423,56.67772674560547,5098148
2015-02-05,56.90388472863314,57.91435509460913,56.74028843129504,57.79405975341797,7448120
2015-02-06,57.74113006627107,58.231930593503606,57.44280090592871,57.64970397949219,4496234
