Date,Open,High,Low,Close,Volume
2015-01-02,13.07595359939786,13.201769784895417,12.86925423355997,13.048993110656738,3179700
2015-01-05,12.99507192082448,13.05798001669424,12.788372544731867,12.833307266235352,3481400
2015-01-06,12.85128206918117,13.51631323442064,12.43788415566988,13.327588081359863,16125900
2015-01-07,13.372521232852163,13.552259248671724,13.174808986921418,13.516311645507812,9601500
2015-01-08,13.5882065823026,14.549806447715444,13.5882065823026,14.397028923034668,27679700
2015-01-09,14.37905690835577,14.522847340309957,14.190331752151256,14.406018257141112,9152800
2015-01-12,14.298170402840825,14.45993502010355,14.22627520784813,14.307157516479492,9750200
2015-01-13,14.37006910354283,14.388043335205143,13.938697828349708,14.118435859680176,17136800
2015-01-14,13.929713558297168,14.280203433789008,13.893765944687138,13.938700675964355,18925900
2015-01-15,13.97464656948643,14.190332224598665,13.758960914374198,13.79490852355957,7399400
2015-01-16,13.72301112500464,14.082487159748156,13.66010217613067,13.965657234191896,5560700
2015-01-20,13.956670587441568,14.208304677265287,13.920722982760823,14.10046100616455,4269900
2015-01-21,13.974645932238673,14.199318693666756,13.974645932238673,14.163371086120604,4014800
2015-01-22,14.10046100616455,14.154382841714918,13.893762493514888,14.10046100616455,4293900
2015-01-23,14.091475669830787,14.28918707998242,13.803893956509093,13.94768524169922,7688900
2015-01-26,13.678078949285933,14.046542167663574,13.669091832481932,14.046542167663574,5822700
2015-01-27,13.90275022956483,14.037553538870586,13.785920294872524,13.911736488342283,3493300
2015-01-28,14.01059075323598,14.06451172530165,13.731996207368704,13.749970436096191,4505400
2015-01-29,13.82186479026792,13.956668069233473,13.417454096312918,13.72300910949707,6586200
2015-01-30,13.633143058393433,14.17235802177699,13.570234960253488,13.920723915100098,11557400
2015-02-02,13.902749841012298,13.938697446293077,13.390495394438076,13.83984088897705,8577600
2015-02-03,14.208305200621854,14.361081883348607,14.163370478851148,14.32513427734375,9321900
2015-02-04,14.136412562721882,14.549811417705095,14.118439183886249,14.495888710021973,8467500
2015-02-05,14.51385782376431,14.549806282866324,14.388041645141012,14.54081916809082,6680200
2015-02-06,14.558792857972328,14.738530004469224,14.540818629087596,14.585752487182615,7267800
2015-02-09,14.54081878795576,14.54081878795576,14.352093667896144,14.441962242126465,4412400
2015-02-10,14.558797324840397,14.756508760883005,14.477914984159932,14.69360065460205,7779600
2015-02-11,14.729545808563346,14.792453908007817,14.47791341078547,14.70258617401123,7328100
2015-02-12,14.810429548425825,14.88232477092819,14.5587971267262,14.837390899658203,6185300
2015-02-13,14.846374593406834,15.053073096175208,14.792451903375754,14.909282684326172,7984500
2015-02-17,14.846376941615164,14.882323693204558,14.55879607243126,14.684612274169922,10002700
2015-02-18,14.693596146374205,14.738530004469224,14.53183151464523,14.585752487182615,9004100
2015-02-19,14.594744476495684,14.783470514589178,14.549810603392054,14.738534927368164,8223600
2015-02-20,14.657646700262609,15.080032479988963,14.370065913965243,14.639674186706545,18541500
2015-02-23,14.567779046552133,14.612714621195405,14.370067660472452,14.45993709564209,5147400
2015-02-24,14.432975504901654,14.594740142626966,14.388041645141012,14.54081916809082,7422000
2015-02-25,14.325135330631444,14.77448172431919,14.325135330631444,14.684612274169922,11431800
2015-02-26,14.729540121071068,14.747514346576889,14.406012632548755,14.468920707702637,6482000
2015-02-27,14.468923239915398,14.6127136408938,14.441961896938151,14.486897468566896,9878800
2015-03-02,14.648662932438969,14.80144047432111,14.531833854113604,14.747519493103027,8150900
2015-03-03,14.55879486222534,14.693598169185066,14.343108371207848,14.379055976867676,8055300
2015-03-04,14.298175748546416,14.585756636035995,14.208307149735246,14.567782402038574,5227100
2015-03-05,14.630692349228568,14.837390899658203,14.477914787146377,14.837390899658203,7847500
2015-03-06,15.017122730112424,15.044084071705909,14.819411367443662,14.882319450378418,10584200
2015-03-09,14.82840061187744,14.972191026135988,14.756505404748168,14.82840061187744,6201600
2015-03-10,14.792323816376408,14.918600924185204,14.702126373762448,14.720166206359863,5585800
2015-03-11,14.74722236569202,14.78330030173214,14.5578076102701,14.602907180786133,5481000
2015-03-12,14.251141068014045,14.620948156738848,14.251141068014045,14.494672775268556,5129900
2015-03-13,14.449573077708571,14.566828528386631,14.35035573610749,14.485651016235352,4090000
2015-03-16,14.48565260509304,14.629967815775004,14.395456028510068,14.422514915466309,5374100
2015-03-17,14.440555070911456,14.46761481866137,14.124864895321332,14.188002586364746,7293400
2015-03-18,14.215063407399926,14.359378632216316,14.007609626586422,14.27820110321045,4312000
2015-03-19,14.23309695346822,14.431530742023194,14.206038074179082,14.251136779785156,3703000
2015-03-20,14.359375776146102,14.422513459398582,14.160941951398623,14.17898178100586,7464300
2015-03-23,14.16094120245594,14.242118711022346,13.998587045509504,14.052704811096191,7095100
2015-03-24,14.061727624612995,14.097806429171492,13.881333601820502,13.9534912109375,4594600
2015-03-25,14.034668167923346,14.034668167923346,13.394268767802306,13.412307739257812,11158500
2015-03-26,13.258973734324233,13.62878171245004,13.10563859312281,13.493486404418944,7742000
2015-03-27,13.484463127708448,13.79113333369369,13.340147939053365,13.746034622192385,7631700
2015-03-30,13.755054143947271,13.764074058027372,13.53858136714299,13.691916465759276,4602300
2015-03-31,13.68289971950413,13.68289971950413,13.213874400987796,13.258973121643066,8957900
2015-04-01,13.222890194985926,13.520540454258551,13.222890194985926,13.502501487731934,7544900
2015-04-02,13.430345615949577,13.529562094978983,13.313089307904056,13.32210922241211,4849600
2015-04-06,12.961323645886532,13.565644307039872,12.961323645886532,13.46642780303955,6616700
2015-04-07,13.592703024067047,13.800156806390302,13.466427631527033,13.583683967590332,5803600
2015-04-08,13.54760469018244,13.664860161983112,13.41230852549567,13.52956485748291,5439700
2015-04-09,13.619759061993994,13.890349606651249,13.511521811907455,13.872310638427734,6092500
2015-04-10,13.755052443966797,13.872308731957387,13.727993565257044,13.77309226989746,2623400
2015-04-13,13.746038306748227,13.881334477517605,13.664860776323923,13.764078140258787,4363200
2015-04-14,13.727996408025582,13.77309512200496,13.592700266087446,13.664857864379885,5355000
2015-04-15,13.755054458467889,13.872310763631289,13.646818067590832,13.854270935058594,4338500
2015-04-16,13.881333832532642,13.953491442848922,13.773097417058224,13.827215194702148,4672000
2015-04-17,13.709953989331048,13.782111573997032,13.43034356379692,13.538579940795898,4273000
2015-04-20,13.52956758553798,13.646823941168384,13.457409960563384,13.547607421875,3837700
2015-04-21,13.646818779664091,13.67387766374866,13.439365041185292,13.475443840026855,3384400
2015-04-22,13.52956409718639,13.61976153524224,13.22289384002032,13.313091278076172,7905200
2015-04-23,13.006424775932311,13.150740030337015,12.98838493903834,13.11466121673584,10513100
2015-04-24,13.195833105724246,13.204853020304665,12.672690102669636,12.90720272064209,9715600
2015-04-27,12.465235499877654,12.916220875244417,12.366019026964048,12.690728187561035,14790400
2015-04-28,12.636610022549691,12.744846405974917,12.456216050174325,12.73582649230957,5986300
2015-04-29,12.456218472532106,12.789947601373344,12.456218472532106,12.681711196899414,7376200
2015-04-30,12.636614799499512,12.762890197804309,12.555437266196922,12.636614799499512,6961700
2015-05-01,12.71779263874642,12.96132438432605,12.645635020783072,12.898186683654783,4173400
2015-05-04,12.97033964492835,12.979359558982049,12.771905836678725,12.780925750732422,3635500
2015-05-05,12.726807469241828,12.744847297834914,12.46523597594669,12.537393569946287,5780800
2015-05-06,12.582493847658451,12.699750167551828,12.474257443184522,12.681711196899414,3892300
2015-05-07,12.67269194856265,12.762888526945575,12.600534341781698,12.708770751953123,4707600
2015-05-08,12.80798823171278,13.114658514221157,12.72681070279155,12.798968315124512,5690400
2015-05-11,12.780926503813676,12.807985387382796,12.69072907833475,12.699748992919922,2822300
2015-05-12,12.636613145172172,12.762888526945575,12.591514425887448,12.708770751953123,2879700
2015-05-13,12.744848378095783,12.907203408449377,12.672690777980064,12.726808547973633,2563100
2015-05-14,12.80798781488074,12.889165341160073,12.735830204896128,12.844066619873049,3989800
2015-05-15,12.871121191103644,12.952297824541567,12.853081365771072,12.88916015625,3184900
2015-05-18,12.943278928506375,12.997396684785778,12.85308152112574,12.979357719421388,4041900
2015-05-19,12.970341645249109,12.997400531396949,12.73582900480387,12.771907806396484,3009600
2015-05-20,12.690727660821274,12.88014154502098,12.690727660821274,12.753866195678713,3158700
2015-05-21,12.735830041075772,13.087599030365896,12.66367243201932,12.961322784423828,6843100
2015-05-22,12.681711508216674,12.817006802083766,11.77072067296452,11.851898193359377,20867100
2015-05-26,12.095430088354789,12.176607610051642,11.896996242005429,12.122488975524902,12119300
2015-05-27,12.131506888651954,12.573472366946088,11.987191700652756,12.537393569946287,13306200
2015-05-28,12.807988166809082,12.934264417845162,12.600535247449724,12.807988166809082,14602200
2015-05-29,12.6997526302743,12.862107698562156,12.501318753498769,12.618575096130373,10582700
2015-06-01,12.789948274628328,12.970342291580709,12.618573313383674,12.708770751953123,10126600
